Field Name,Value
ACORD_CurrentDate,
ACORD_AgencyName,
ACORD_CarrierName,
ACORD_NAICCode,
ACORD_ProgramName,
ACORD_ProgramCode,
ACORD_PolicyNumber,
ACORD_ProducerContact,
ACORD_ProducerPhoneNumber,
ACORD_UnderwriterOffice,
ACORD_ProducerFaxNumber,
ACORD_ProducerEmailAddress,
ACORD_ProducerCode,
ACORD_ProducerSubCode,
ACORD_Transaction_Time,
ACORD_Policy_EffectiveDate,
ACORD_Policy_PaymentPlan,
ACORD_Policy_PaymentMethod,
ACORD_Policy_Audit,
ACORD_Policy_DepositAmount,
ACORD_Policy_Insured1_GLCode,
ACORD_Policy_Insured1_SIC,
ACORD_Policy_Insured1_NAICS,
ACORD_Policy_Insured1_FEINSSN,
ACORD_Policy_Insured1_Type_NumberofMembers,
ACORD_Policy_Insured2_GLCode,
ACORD_Policy_Insured2_SIC,
ACORD_Policy_Insured2_NAICS,
ACORD_Policy_Insured2_FEINSSN,
ACORD_Policy_Insured2_Type_NumberOfMembers,
ACORD_Policy_Insured3_GLCode,
ACORD_Policy_Insured3_SIC,
ACORD_Policy_Insured3_NAICS,
ACORD_Policy_Insured3_FEINSSN,
ACORD_Policy_Insured3_Type_NumberofMembers,
ACORD_Underwriter,
ACORD_Transaction_Date,
ACORD_Policy_ExpirationDate,
ACORD_Policy_MinimumPremium,
ACORD_Policy_PolicyPremium,
ACORD_Policy_Insured1_Name,
ACORD_Policy_Insured1_MailingAddress,
ACORD_Policy_Insured1_PhoneNumber,
ACORD_Policy_Insured1_Website,
ACORD_Policy_Insured2_Name,
ACORD_Policy_Insured2_MailingAddress,
ACORD_Policy_Insured2_PhoneNumber,
ACORD_Policy_Insured2_Website,
ACORD_Policy_Insured3_Name,
ACORD_Policy_Insured3_MailingAddress,
ACORD_Policy_Insured3_PhoneNumber,
ACORD_Policy_Insured3_Website,
ACORD_LOB_BusinessAuto_Premium,
ACORD_AgencyCustomerID,
ACORD_Contact1_Type,
ACORD_Contact2_Type,
ACORD_Contact1_Name,
ACORD_Contact2_Name,
ACORD_Contact1_PrimaryPhoneNumber,
ACORD_Contact1_SecondaryPhoneNumber,
ACORD_Contact1_PrimaryEmailAddress,
ACORD_Contact2_PrimaryEmailAddress,
ACORD_Contact1_SecondaryEmailAddress,
ACORD_Contact2_SecondaryEmailAddress,
ACORD_NatureOfBusiness_Description,
ACORD_NatureOfOperations_OtherOperations,
ACORD_Location1_LocationNumber,
ACORD_Location1_BuildingNumber,
ACORD_Location1_Street,
ACORD_Location1_City,
ACORD_Location1_County,
ACORD_Location1_State,
ACORD_Location1_ZIP,
ACORD_Location1_Employees_FullTime,
ACORD_Location1_Employees_PartTime,
ACORD_Location1_AnnualRevenue,
ACORD_Location1_OccupiedArea,
ACORD_Location1_PublicArea,
ACORD_Location1_BuildingArea,
ACORD_Location1_Description,
ACORD_Location1_LeasedToOthers,
ACORD_Location2_LocationNumber,
ACORD_Location2_BuildingNumber,
ACORD_Location2_Street,
ACORD_Location2_City,
ACORD_Location2_County,
ACORD_Location2_State,
ACORD_Location2_ZIP,
ACORD_Location2_Employees_FullTime,
ACORD_Location2_Employees_PartTime,
ACORD_Location2_AnnualRevenue,
ACORD_Location2_OccupiedArea,
ACORD_Location2_PublicArea,
ACORD_Location2_BuildingArea,
ACORD_Location2_Description,
ACORD_Location2_LeasedToOthers,
ACORD_Location3_LocationNumber,
ACORD_Location3_BuildingNumber,
ACORD_Location3_Street,
ACORD_Location3_City,
ACORD_Location3_County,
ACORD_Location3_State,
ACORD_Location3_ZIP,
ACORD_Location3_Employees_FullTime,
ACORD_Location3_Employees_PartTime,
ACORD_Location3_AnnualRevenue,
ACORD_Location3_OccupiedArea,
ACORD_Location3_PublicArea,
ACORD_Location3_BuildingArea,
ACORD_Location3_Description,
ACORD_Location3_LeasedToOthers,
ACORD_Location4_LocationNumber,
ACORD_Location4_BuildingNumber,
ACORD_Location4_Street,
ACORD_Location4_City,
ACORD_Location4_County,
ACORD_Location4_State,
ACORD_Location4_ZIP,
ACORD_Location4_Employees_FullTime,
ACORD_Location4_Employees_PartTime,
ACORD_Location4_AnnualRevenue,
ACORD_Location4_OccupiedArea,
ACORD_Location4_PublicArea,
ACORD_Location4_BuildingArea,
ACORD_Location4_Description,
ACORD_Location4_LeasedToOthers,
ACORD_NatureOfBusiness_StartDate,
ACORD_NatureOfBusiness_InstallationPercentage,
ACORD_NatureOfBusiness_OffPremisesInstallation,
ACORD_NatureOfBusiness_RetailPercentage,
ACORD_125_Interest_1_NameAddress,
ACORD_125_Interest_1_ReferenceNumber,
ACORD_125_Interest_1_EndDate,
ACORD_125_Interest_1_LienAmount,
ACORD_125_Interest_1_PhoneNumber,
ACORD_125_Interest_1_FaxNumber,
ACORD_125_Interest_1_ReasonForInterest,
ACORD_125_Interest_1_EmailAddress,
ACORD_125_Interest_1_OtherDesc,
ACORD_General_Subsidiary_Parent,
ACORD_General_Subsidiary_Relationship,
ACORD_General_Subsidiary_OwnershipPercentage,
ACORD_General_Parent_SubsidaryName,
ACORD_General_Parent_Relationship,
ACORD_General_Parent_OwnershipPercentage,
ACORD_General_OtherInsurance_1_LOB,
ACORD_General_OtherInsurance_1_PolicyNumber,
ACORD_General_OtherInsurance_3_LOB,
ACORD_General_OtherInsurance_3_PolicyNumber,
ACORD_General_OtherInsurance_2_LOB,
ACORD_General_OtherInsurance_2_PolicyNumber,
ACORD_General_OtherInsurance_4_LOB,
ACORD_General_OtherInsurance_4_PolicyNumber,
ACORD_General_NegativeFinancialAction_1_OccurenceDate,
ACORD_General_NegativeFinancialAction_1_Explanation,
ACORD_General_NegativeFinancialAction_1_Resolution,
ACORD_General_NegativeFinancialAction_1_ResolutionDate,
ACORD_General_NegativeFinancialAction_2_OccurenceDate,
ACORD_General_NegativeFinancialAction_2_Explanation,
ACORD_General_NegativeFinancialAction_2_Resolution,
ACORD_General_NegativeFinancialAction_2_ResolutionDate,
ACORD_General_JudgementLien_1_OccurenceDate,
ACORD_General_JudgementLien_1_Explanation,
ACORD_General_JudgementLien_1_Resolution,
ACORD_General_JudgementLien_1_ResolutionDate,
ACORD_General_JudgementLien_2_OccurenceDate,
ACORD_General_JudgementLien_2_Explanation,
ACORD_General_JudgementLien_2_Resolution,
ACORD_General_JudgementLien_2_ResolutionDate,
ACORD_General_Remarks,
ACORD_PriorCarrier_1_AutoYear,
ACORD_PriorCarrier_1_AutoCarrier,
ACORD_PriorCarrier_1_AutoPolicyNumber,
ACORD_PriorCarrier_1_AutoEffectiveDate,
ACORD_PriorCarrier_1_AutoExpirationDate,
ACORD_General_Exposure_Description,
ACORD_General_CoverageTerminated_ConditionCorrected_Description,
ACORD_General_PastAllegations_Description,
ACORD_General_IndictedOrConvicted_Description,
ACORD_General_SafetyViolations_1_OccurenceDate,
ACORD_General_SafetyViolations_1_Explanation,
ACORD_General_SafetyViolations_1_Resolution,
ACORD_General_SafetyViolations_1_ResolutionDate,
ACORD_General_SafetyViolations_2_OccurenceDate,
ACORD_General_SafetyViolations_2_Explanation,
ACORD_General_SafetyViolations_2_Resolution,
ACORD_General_SafetyViolations_2_ResolutionDate,
ACORD_General_Trust_Name,
ACORD_General_OtherVentures_Description,
ACORD_General_PossessDrones_Description,
ACORD_General_HireDrones_Description,
ACORD_PriorCarrier_1_AutoPremium,
ACORD_General_Safety_Other_Text,
ACORD_PriorCarrier_2_AutoYear,
ACORD_PriorCarrier_2_AutoCarrier,
ACORD_PriorCarrier_2_AutoPolicyNumber,
ACORD_PriorCarrier_2_AutoEffectiveDate,
ACORD_PriorCarrier_2_AutoExpirationDate,
ACORD_PriorCarrier_3_AutoYear,
ACORD_PriorCarrier_3_AutoCarrier,
ACORD_PriorCarrier_3_AutoPolicyNumber,
ACORD_PriorCarrier_3_AutoEffectiveDate,
ACORD_PriorCarrier_3_AutoExpirationDate,
ACORD_LossHistory_NumberOfYears,
ACORD_LossHistory_TotalLosses,
ACORD_LossHistory_1_Description,
ACORD_LossHistory_1_DateOfClaim,
ACORD_LossHistory_1_AmountPaid,
ACORD_LossHistory_1_AmountReserved,
ACORD_LossHistory_1_Subrogation,
ACORD_LossHistory_1_ClaimOpen,
ACORD_Signatures_Producer_Signature,
ACORD_Signatures_Producer_Name,
ACORD_Signatures_Producer_LicenseNumber,
ACORD_Signatures_Applicant_Signature,
ACORD_Signatures_Applicant_Date,
ACORD_Signatures_Producer_NationalNumber,
ACORD_PriorCarrier_2_AutoPremium,
ACORD_PriorCarrier_3_AutoPremium,
ACORD_LossHistory_1_OccurenceDate,
ACORD_LossHistory_1_LOB,
ACORD_LossHistory_2_Description,
ACORD_LossHistory_2_DateOfClaim,
ACORD_LossHistory_2_AmountPaid,
ACORD_LossHistory_2_AmountReserved,
